timestamp_us,t_rel_s,lat,lon,alt_m,x_m,y_m,dist_target_m,reached_target,injected_bx_rad_s,injected_by_rad_s,injected_bz_rad_s,ekf_bx_rad_s,ekf_by_rad_s,ekf_bz_rad_s,failsafe_active,angular_velocity_invalid,position_sample,injected_bias_sample,ekf_bias_sample,vehicle_status_sample,failsafe_flags_sample
1764837078141000,-10.000000,47.40026180,8.54674910,523.752014,109.7974,190.2983,219.7010,0,0.000000,0.000000,0.000000,0.000563,-0.000355,-0.000121,0,0,0,0,0,0,0
1764837078145000,-9.996000,47.40026180,8.54674910,523.752014,109.7974,190.2983,219.7010,0,0.000000,0.000000,0.000000,0.000563,-0.000355,-0.000121,0,0,0,0,0,0,1
1764837078205000,-9.936000,47.40026190,8.54674940,524.038025,109.8200,190.3094,219.7219,0,0.000000,0.000000,0.000000,0.000563,-0.000355,-0.000121,0,0,1,0,0,0,0
1764837078309000,-9.832000,47.40026180,8.54674940,524.348999,109.8200,190.2983,219.7122,0,0.000000,0.000000,0.000000,0.000563,-0.000355,-0.000121,0,0,1,0,0,0,0
1764837078361000,-9.780000,47.40026180,8.54674940,524.348999,109.8200,190.2983,219.7122,0,0.000000,0.000000,0.000000,0.000563,-0.000355,-0.000121,0,0,0,0,0,1,0
1764837078365000,-9.776000,47.40026180,8.54674940,524.348999,109.8200,190.2983,219.7122,0,0.000000,0.000000,0.000000,0.000575,-0.000345,-0.000122,0,0,0,0,1,0,0
1764837078405000,-9.736000,47.40026190,8.54674950,524.617981,109.8275,190.3094,219.7256,0,0.000000,0.000000,0.000000,0.000575,-0.000345,-0.000122,0,0,1,0,0,0,0
1764837078509000,-9.632000,47.40026190,8.54674970,524.934998,109.8426,190.3094,219.7332,0,0.000000,0.000000,0.000000,0.000575,-0.000345,-0.000122,0,0,1,0,0,0,0
1764837078605000,-9.536000,47.40026200,8.54674950,525.211975,109.8275,190.3205,219.7353,0,0.000000,0.000000,0.000000,0.000575,-0.000345,-0.000122,0,0,1,0,0,0,0
1764837078685000,-9.456000,47.40026200,8.54674950,525.211975,109.8275,190.3205,219.7353,0,0.000000,0.000000,0.000000,0.000575,-0.000345,-0.000122,0,0,0,0,0,0,1
1764837078709000,-9.432000,47.40026200,8.54674920,525.520996,109.8049,190.3205,219.7240,0,0.000000,0.000000,0.000000,0.000575,-0.000345,-0.000122,0,0,1,0,0,0,0
1764837078805000,-9.336000,47.40026210,8.54674950,525.791992,109.8275,190.3316,219.7449,0,0.000000,0.000000,0.000000,0.000575,-0.000345,-0.000122,0,0,1,0,0,0,0
1764837078865000,-9.276000,47.40026210,8.54674950,525.791992,109.8275,190.3316,219.7449,0,0.000000,0.000000,0.000000,0.000575,-0.000345,-0.000122,0,0,0,0,0,1,0
1764837078909000,-9.232000,47.40026220,8.54674940,526.093018,109.8200,190.3428,219.7508,0,0.000000,0.000000,0.000000,0.000575,-0.000345,-0.000122,0,0,1,0,0,0,0
1764837079005000,-9.136000,47.40026220,8.54674950,526.380005,109.8275,190.3428,219.7545,0,0.000000,0.000000,0.000000,0.000575,-0.000345,-0.000122,0,0,1,0,0,0,0
1764837079037000,-9.104000,47.40026220,8.54674950,526.380005,109.8275,190.3428,219.7545,0,0.000000,0.000000,0.000000,0.000586,-0.000331,-0.000122,0,0,0,0,1,0,0
1764837079109000,-9.032000,47.40026200,8.54674970,526.687988,109.8426,190.3205,219.7428,0,0.000000,0.000000,0.000000,0.000586,-0.000331,-0.000122,0,0,1,0,0,0,0
1764837079205000,-8.936000,47.40026200,8.54674970,526.969971,109.8426,190.3205,219.7428,0,0.000000,0.000000,0.000000,0.000586,-0.000331,-0.000122,0,0,1,0,0,0,0
1764837079225000,-8.916000,47.40026200,8.54674970,526.969971,109.8426,190.3205,219.7428,0,0.000000,0.000000,0.000000,0.000586,-0.000331,-0.000122,0,0,0,0,0,0,1
1764837079309000,-8.832000,47.40026210,8.54674970,527.280029,109.8426,190.3316,219.7524,0,0.000000,0.000000,0.000000,0.000586,-0.000331,-0.000122,0,0,1,0,0,0,0
1764837079369000,-8.772000,47.40026210,8.54674970,527.280029,109.8426,190.3316,219.7524,0,0.000000,0.000000,0.000000,0.000586,-0.000331,-0.000122,0,0,0,0,0,1,0
1764837079405000,-8.736000,47.40026230,8.54674960,527.559021,109.8350,190.3539,219.7679,0,0.000000,0.000000,0.000000,0.000586,-0.000331,-0.000122,0,0,1,0,0,0,0
1764837079509000,-8.632000,47.40026250,8.54675000,527.851013,109.8651,190.3761,219.8022,0,0.000000,0.000000,0.000000,0.000586,-0.000331,-0.000122,0,0,1,0,0,0,0
1764837079605000,-8.536000,47.40026230,8.54674980,528.135986,109.8501,190.3539,219.7754,0,0.000000,0.000000,0.000000,0.000586,-0.000331,-0.000122,0,0,1,0,0,0,0
1764837079709000,-8.432000,47.40026240,8.54674980,528.458008,109.8501,190.3650,219.7851,0,0.000000,0.000000,0.000000,0.000586,-0.000331,-0.000122,0,0,1,0,0,0,0
1764837079765000,-8.376000,47.40026240,8.54674980,528.458008,109.8501,190.3650,219.7851,0,0.000000,0.000000,0.000000,0.000586,-0.000331,-0.000122,0,0,0,0,0,0,1
1764837079805000,-8.336000,47.40026240,8.54674970,528.750000,109.8426,190.3650,219.7813,0,0.000000,0.000000,0.000000,0.000586,-0.000331,-0.000122,0,0,1,0,0,0,0
1764837079873000,-8.268000,47.40026240,8.54674970,528.750000,109.8426,190.3650,219.7813,0,0.000000,0.000000,0.000000,0.000586,-0.000331,-0.000122,0,0,0,0,0,1,0
1764837079909000,-8.232000,47.40026230,8.54674990,529.044983,109.8576,190.3539,219.7792,0,0.000000,0.000000,0.000000,0.000586,-0.000331,-0.000122,0,0,1,0,0,0,0
1764837080005000,-8.136000,47.40026230,8.54674990,529.330994,109.8576,190.3539,219.7792,0,0.000000,0.000000,0.000000,0.000586,-0.000331,-0.000122,0,0,1,0,0,0,0
1764837080045000,-8.096000,47.40026230,8.54674990,529.330994,109.8576,190.3539,219.7792,0,0.000000,0.000000,0.000000,0.000590,-0.000312,-0.000120,0,0,0,0,1,0,0
1764837080109000,-8.032000,47.40026220,8.54674990,529.614990,109.8576,190.3428,219.7696,0,0.000000,0.000000,0.000000,0.000590,-0.000312,-0.000120,0,0,1,0,0,0,0
1764837080205000,-7.936000,47.40026220,8.54675010,529.908020,109.8727,190.3428,219.7771,0,0.000000,0.000000,0.000000,0.000590,-0.000312,-0.000120,0,0,1,0,0,0,0
1764837080305000,-7.836000,47.40026220,8.54675010,529.908020,109.8727,190.3428,219.7771,0,0.000000,0.000000,0.000000,0.000590,-0.000312,-0.000120,0,0,0,0,0,0,1
1764837080309000,-7.832000,47.40026220,8.54675010,530.237000,109.8727,190.3428,219.7771,0,0.000000,0.000000,0.000000,0.000590,-0.000312,-0.000120,0,0,1,0,0,0,0
1764837080377000,-7.764000,47.40026220,8.54675010,530.237000,109.8727,190.3428,219.7771,0,0.000000,0.000000,0.000000,0.000590,-0.000312,-0.000120,0,0,0,0,0,1,0
1764837080405000,-7.736000,47.40026220,8.54675010,530.510010,109.8727,190.3428,219.7771,0,0.000000,0.000000,0.000000,0.000590,-0.000312,-0.000120,0,0,1,0,0,0,0
1764837080509000,-7.632000,47.40026220,8.54675030,530.822021,109.8877,190.3428,219.7846,0,0.000000,0.000000,0.000000,0.000590,-0.000312,-0.000120,0,0,1,0,0,0,0
1764837080605000,-7.536000,47.40026230,8.54675050,531.120972,109.9028,190.3539,219.8018,0,0.000000,0.000000,0.000000,0.000590,-0.000312,-0.000120,0,0,1,0,0,0,0
1764837080709000,-7.432000,47.40026220,8.54675040,531.416016,109.8952,190.3428,219.7884,0,0.000000,0.000000,0.000000,0.000590,-0.000312,-0.000120,0,0,1,0,0,0,0
1764837080805000,-7.336000,47.40026250,8.54675050,531.711975,109.9028,190.3761,219.8210,0,0.000000,0.000000,0.000000,0.000590,-0.000312,-0.000120,0,0,1,0,0,0,0
1764837080845000,-7.296000,47.40026250,8.54675050,531.711975,109.9028,190.3761,219.8210,0,0.000000,0.000000,0.000000,0.000590,-0.000312,-0.000120,0,0,0,0,0,0,1
1764837080881000,-7.260000,47.40026250,8.54675050,531.711975,109.9028,190.3761,219.8210,0,0.000000,0.000000,0.000000,0.000590,-0.000312,-0.000120,0,0,0,0,0,1,0
1764837080909000,-7.232000,47.40026240,8.54675050,532.008972,109.9028,190.3650,219.8114,0,0.000000,0.000000,0.000000,0.000590,-0.000312,-0.000120,0,0,1,0,0,0,0
1764837081005000,-7.136000,47.40026230,8.54675070,532.296021,109.9178,190.3539,219.8093,0,0.000000,0.000000,0.000000,0.000590,-0.000312,-0.000120,0,0,1,0,0,0,0
1764837081053000,-7.088000,47.40026230,8.54675070,532.296021,109.9178,190.3539,219.8093,0,0.000000,0.000000,0.000000,0.000579,-0.000300,-0.000119,0,0,0,0,1,0,0
1764837081109000,-7.032000,47.40026220,8.54675070,532.619995,109.9178,190.3428,219.7997,0,0.000000,0.000000,0.000000,0.000579,-0.000300,-0.000119,0,0,1,0,0,0,0
1764837081205000,-6.936000,47.40026220,8.54675040,532.901001,109.8952,190.3428,219.7884,0,0.000000,0.000000,0.000000,0.000579,-0.000300,-0.000119,0,0,1,0,0,0,0
1764837081309000,-6.832000,47.40026220,8.54675040,533.223999,109.8952,190.3428,219.7884,0,0.000000,0.000000,0.000000,0.000579,-0.000300,-0.000119,0,0,1,0,0,0,0
1764837081385000,-6.756000,47.40026220,8.54675040,533.223999,109.8952,190.3428,219.7884,0,0.000000,0.000000,0.000000,0.000579,-0.000300,-0.000119,0,0,0,0,0,1,1
1764837081405000,-6.736000,47.40026240,8.54675050,533.510010,109.9028,190.3650,219.8114,0,0.000000,0.000000,0.000000,0.000579,-0.000300,-0.000119,0,0,1,0,0,0,0
1764837081509000,-6.632000,47.40026220,8.54675070,533.817993,109.9178,190.3428,219.7997,0,0.000000,0.000000,0.000000,0.000579,-0.000300,-0.000119,0,0,1,0,0,0,0
1764837081605000,-6.536000,47.40026210,8.54675070,534.106995,109.9178,190.3316,219.7901,0,0.000000,0.000000,0.000000,0.000579,-0.000300,-0.000119,0,0,1,0,0,0,0
1764837081709000,-6.432000,47.40026220,8.54675070,534.416016,109.9178,190.3428,219.7997,0,0.000000,0.000000,0.000000,0.000579,-0.000300,-0.000119,0,0,1,0,0,0,0
1764837081805000,-6.336000,47.40026240,8.54675090,534.692993,109.9329,190.3650,219.8265,0,0.000000,0.000000,0.000000,0.000579,-0.000300,-0.000119,0,0,1,0,0,0,0
1764837081889000,-6.252000,47.40026240,8.54675090,534.692993,109.9329,190.3650,219.8265,0,0.000000,0.000000,0.000000,0.000579,-0.000300,-0.000119,0,0,0,0,0,1,0
1764837081909000,-6.232000,47.40026230,8.54675110,535.015015,109.9479,190.3539,219.8244,0,0.000000,0.000000,0.000000,0.000579,-0.000300,-0.000119,0,0,1,0,0,0,0
1764837081925000,-6.216000,47.40026230,8.54675110,535.015015,109.9479,190.3539,219.8244,0,0.000000,0.000000,0.000000,0.000579,-0.000300,-0.000119,0,0,0,0,0,0,1
1764837082005000,-6.136000,47.40026210,8.54675110,535.306030,109.9479,190.3316,219.8051,0,0.000000,0.000000,0.000000,0.000579,-0.000300,-0.000119,0,0,1,0,0,0,0
1764837082061000,-6.080000,47.40026210,8.54675110,535.306030,109.9479,190.3316,219.8051,0,0.000000,0.000000,0.000000,0.000562,-0.000292,-0.000119,0,0,0,0,1,0,0
1764837082109000,-6.032000,47.40026200,8.54675100,535.617981,109.9404,190.3205,219.7917,0,0.000000,0.000000,0.000000,0.000562,-0.000292,-0.000119,0,0,1,0,0,0,0
1764837082205000,-5.936000,47.40026200,8.54675110,535.895020,109.9479,190.3205,219.7955,0,0.000000,0.000000,0.000000,0.000562,-0.000292,-0.000119,0,0,1,0,0,0,0
1764837082309000,-5.832000,47.40026200,8.54675080,536.189026,109.9253,190.3205,219.7842,0,0.000000,0.000000,0.000000,0.000562,-0.000292,-0.000119,0,0,1,0,0,0,0
1764837082393000,-5.748000,47.40026200,8.54675080,536.189026,109.9253,190.3205,219.7842,0,0.000000,0.000000,0.000000,0.000562,-0.000292,-0.000119,0,0,0,0,0,1,0
1764837082405000,-5.736000,47.40026190,8.54675070,536.487976,109.9178,190.3094,219.7708,0,0.000000,0.000000,0.000000,0.000562,-0.000292,-0.000119,0,0,1,0,0,0,0
1764837082465000,-5.676000,47.40026190,8.54675070,536.487976,109.9178,190.3094,219.7708,0,0.000000,0.000000,0.000000,0.000562,-0.000292,-0.000119,0,0,0,0,0,0,1
1764837082509000,-5.632000,47.40026200,8.54675100,536.809998,109.9404,190.3205,219.7917,0,0.000000,0.000000,0.000000,0.000562,-0.000292,-0.000119,0,0,1,0,0,0,0
1764837082605000,-5.536000,47.40026190,8.54675120,537.088989,109.9555,190.3094,219.7896,0,0.000000,0.000000,0.000000,0.000562,-0.000292,-0.000119,0,0,1,0,0,0,0
1764837082709000,-5.432000,47.40026190,8.54675100,537.408020,109.9404,190.3094,219.7821,0,0.000000,0.000000,0.000000,0.000562,-0.000292,-0.000119,0,0,1,0,0,0,0
1764837082805000,-5.336000,47.40026170,8.54675090,537.706970,109.9329,190.2872,219.7591,0,0.000000,0.000000,0.000000,0.000562,-0.000292,-0.000119,0,0,1,0,0,0,0
1764837082897000,-5.244000,47.40026170,8.54675090,537.706970,109.9329,190.2872,219.7591,0,0.000000,0.000000,0.000000,0.000562,-0.000292,-0.000119,0,0,0,0,0,1,0
1764837082909000,-5.232000,47.40026170,8.54675090,538.023010,109.9329,190.2872,219.7591,0,0.000000,0.000000,0.000000,0.000562,-0.000292,-0.000119,0,0,1,0,0,0,0
1764837083005000,-5.136000,47.40026180,8.54675080,538.317993,109.9253,190.2983,219.7649,0,0.000000,0.000000,0.000000,0.000562,-0.000292,-0.000119,0,0,1,0,0,0,1
1764837083069000,-5.072000,47.40026180,8.54675080,538.317993,109.9253,190.2983,219.7649,0,0.000000,0.000000,0.000000,0.000540,-0.000301,-0.000122,0,0,0,0,1,0,0
1764837083109000,-5.032000,47.40026170,8.54675070,538.614990,109.9178,190.2872,219.7515,0,0.000000,0.000000,0.000000,0.000540,-0.000301,-0.000122,0,0,1,0,0,0,0
1764837083205000,-4.936000,47.40026160,8.54675040,538.880981,109.8952,190.2760,219.7306,0,0.000000,0.000000,0.000000,0.000540,-0.000301,-0.000122,0,0,1,0,0,0,0
1764837083309000,-4.832000,47.40026150,8.54675040,539.185974,109.8952,190.2649,219.7210,0,0.000000,0.000000,0.000000,0.000540,-0.000301,-0.000122,0,0,1,0,0,0,0
1764837083401000,-4.740000,47.40026150,8.54675040,539.185974,109.8952,190.2649,219.7210,0,0.000000,0.000000,0.000000,0.000540,-0.000301,-0.000122,0,0,0,0,0,1,0
1764837083405000,-4.736000,47.40026150,8.54675030,539.482971,109.8877,190.2649,219.7172,0,0.000000,0.000000,0.000000,0.000540,-0.000301,-0.000122,0,0,1,0,0,0,0
1764837083509000,-4.632000,47.40026150,8.54675030,539.827026,109.8877,190.2649,219.7172,0,0.000000,0.000000,0.000000,0.000540,-0.000301,-0.000122,0,0,1,0,0,0,0
1764837083545000,-4.596000,47.40026150,8.54675030,539.827026,109.8877,190.2649,219.7172,0,0.000000,0.000000,0.000000,0.000540,-0.000301,-0.000122,0,0,0,0,0,0,1
1764837083605000,-4.536000,47.40026140,8.54675020,540.088989,109.8802,190.2538,219.7038,0,0.000000,0.000000,0.000000,0.000540,-0.000301,-0.000122,0,0,1,0,0,0,0
1764837083709000,-4.432000,47.40026130,8.54675020,540.401001,109.8802,190.2427,219.6942,0,0.000000,0.000000,0.000000,0.000540,-0.000301,-0.000122,0,0,1,0,0,0,0
1764837083805000,-4.336000,47.40026130,8.54675040,540.687988,109.8952,190.2427,219.7017,0,0.000000,0.000000,0.000000,0.000540,-0.000301,-0.000122,0,0,1,0,0,0,0
1764837083905000,-4.236000,47.40026130,8.54675040,540.687988,109.8952,190.2427,219.7017,0,0.000000,0.000000,0.000000,0.000540,-0.000301,-0.000122,0,0,0,0,0,1,0
1764837083909000,-4.232000,47.40026130,8.54675050,541.010010,109.9028,190.2427,219.7055,0,0.000000,0.000000,0.000000,0.000540,-0.000301,-0.000122,0,0,1,0,0,0,0
1764837084005000,-4.136000,47.40026130,8.54675030,541.281006,109.8877,190.2427,219.6980,0,0.000000,0.000000,0.000000,0.000540,-0.000301,-0.000122,0,0,1,0,0,0,0
1764837084077000,-4.064000,47.40026130,8.54675030,541.281006,109.8877,190.2427,219.6980,0,0.000000,0.000000,0.000000,0.000535,-0.000319,-0.000122,0,0,0,0,1,0,0
1764837084085000,-4.056000,47.40026130,8.54675030,541.281006,109.8877,190.2427,219.6980,0,0.000000,0.000000,0.000000,0.000535,-0.000319,-0.000122,0,0,0,0,0,0,1
1764837084109000,-4.032000,47.40026140,8.54675030,541.609985,109.8877,190.2538,219.7076,0,0.000000,0.000000,0.000000,0.000535,-0.000319,-0.000122,0,0,1,0,0,0,0
1764837084205000,-3.936000,47.40026140,8.54675030,541.903015,109.8877,190.2538,219.7076,0,0.000000,0.000000,0.000000,0.000535,-0.000319,-0.000122,0,0,1,0,0,0,0
1764837084309000,-3.832000,47.40026140,8.54675000,542.184998,109.8651,190.2538,219.6963,0,0.000000,0.000000,0.000000,0.000535,-0.000319,-0.000122,0,0,1,0,0,0,0
1764837084405000,-3.736000,47.40026130,8.54674990,542.453979,109.8576,190.2427,219.6829,0,0.000000,0.000000,0.000000,0.000535,-0.000319,-0.000122,0,0,1,0,0,0,0
1764837084409000,-3.732000,47.40026130,8.54674990,542.453979,109.8576,190.2427,219.6829,0,0.000000,0.000000,0.000000,0.000535,-0.000319,-0.000122,0,0,0,0,0,1,0
1764837084509000,-3.632000,47.40026120,8.54674990,542.726013,109.8576,190.2316,219.6733,0,0.000000,0.000000,0.000000,0.000535,-0.000319,-0.000122,0,0,1,0,0,0,0
1764837084605000,-3.536000,47.40026140,8.54675000,542.969971,109.8651,190.2538,219.6963,0,0.000000,0.000000,0.000000,0.000535,-0.000323,-0.000124,0,0,1,0,1,0,0
1764837084625000,-3.516000,47.40026140,8.54675000,542.969971,109.8651,190.2538,219.6963,0,0.000000,0.000000,0.000000,0.000535,-0.000323,-0.000124,0,0,0,0,0,0,1
1764837084709000,-3.432000,47.40026140,8.54675000,543.239014,109.8651,190.2538,219.6963,0,0.000000,0.000000,0.000000,0.000535,-0.000323,-0.000124,0,0,1,0,0,0,0
1764837084805000,-3.336000,47.40026140,8.54675000,543.445007,109.8651,190.2538,219.6963,0,0.000000,0.000000,0.000000,0.000535,-0.000323,-0.000124,0,0,1,0,0,0,0
1764837084909000,-3.232000,47.40026160,8.54674970,543.697021,109.8426,190.2760,219.7043,0,0.000000,0.000000,0.000000,0.000535,-0.000323,-0.000124,0,0,1,0,0,0,0
1764837084913000,-3.228000,47.40026160,8.54674970,543.697021,109.8426,190.2760,219.7043,0,0.000000,0.000000,0.000000,0.000535,-0.000323,-0.000124,0,0,0,0,0,1,0
1764837084917000,-3.224000,47.40026160,8.54674970,543.697021,109.8426,190.2760,219.7043,0,0.000000,0.000000,0.000000,0.000534,-0.000325,-0.000126,0,0,0,0,1,0,0
1764837085005000,-3.136000,47.40026160,8.54674980,543.888977,109.8501,190.2760,219.7080,0,0.000000,0.000000,0.000000,0.000534,-0.000325,-0.000126,0,0,1,0,0,0,0
