timestamp_us,t_rel_s,lat,lon,alt_m,x_m,y_m,dist_target_m,reached_target,injected_bx_rad_s,injected_by_rad_s,injected_bz_rad_s,ekf_bx_rad_s,ekf_by_rad_s,ekf_bz_rad_s,failsafe_active,angular_velocity_invalid,position_sample,injected_bias_sample,ekf_bias_sample,vehicle_status_sample,failsafe_flags_sample
1764837315698000,-10.000000,47.39855050,8.54237070,523.536011,-219.7527,0.0104,219.7527,0,0.000000,0.000000,0.000000,-0.000180,0.000061,0.000034,0,0,0,0,0,0,0
1764837315754000,-9.944000,47.39855040,8.54237050,523.835999,-219.7678,-0.0007,219.7678,0,0.000000,0.000000,0.000000,-0.000180,0.000061,0.000034,0,0,1,0,0,0,0
1764837315850000,-9.848000,47.39855050,8.54237060,524.132996,-219.7602,0.0104,219.7602,0,0.000000,0.000000,0.000000,-0.000180,0.000061,0.000034,0,0,1,0,0,0,0
1764837315946000,-9.752000,47.39855050,8.54237060,524.132996,-219.7602,0.0104,219.7602,0,0.000000,0.000000,0.000000,-0.000180,0.000061,0.000034,0,0,0,0,0,1,1
1764837315954000,-9.744000,47.39855040,8.54237070,524.443970,-219.7527,-0.0007,219.7527,0,0.000000,0.000000,0.000000,-0.000180,0.000061,0.000034,0,0,1,0,0,0,0
1764837316050000,-9.648000,47.39855050,8.54237070,524.729980,-219.7527,0.0104,219.7527,0,0.000000,0.000000,0.000000,-0.000180,0.000061,0.000034,0,0,1,0,0,0,0
1764837316154000,-9.544000,47.39855050,8.54237050,525.044983,-219.7678,0.0104,219.7678,0,0.000000,0.000000,0.000000,-0.000180,0.000061,0.000034,0,0,1,0,0,0,0
1764837316250000,-9.448000,47.39855050,8.54237060,525.331970,-219.7602,0.0104,219.7602,0,0.000000,0.000000,0.000000,-0.000180,0.000061,0.000034,0,0,1,0,0,0,0
1764837316354000,-9.344000,47.39855050,8.54237070,525.638000,-219.7527,0.0104,219.7527,0,0.000000,0.000000,0.000000,-0.000180,0.000061,0.000034,0,0,1,0,0,0,0
1764837316450000,-9.248000,47.39855050,8.54237060,525.908020,-219.7602,0.0104,219.7602,0,0.000000,0.000000,0.000000,-0.000180,0.000061,0.000034,0,0,1,0,0,1,0
1764837316486000,-9.212000,47.39855050,8.54237060,525.908020,-219.7602,0.0104,219.7602,0,0.000000,0.000000,0.000000,-0.000180,0.000061,0.000034,0,0,0,0,0,0,1
1764837316554000,-9.144000,47.39855050,8.54237060,526.216980,-219.7602,0.0104,219.7602,0,0.000000,0.000000,0.000000,-0.000180,0.000061,0.000034,0,0,1,0,0,0,0
1764837316650000,-9.048000,47.39855050,8.54237060,526.518005,-219.7602,0.0104,219.7602,0,0.000000,0.000000,0.000000,-0.000180,0.000061,0.000034,0,0,1,0,0,0,0
1764837316666000,-9.032000,47.39855050,8.54237060,526.518005,-219.7602,0.0104,219.7602,0,0.000000,0.000000,0.000000,-0.000170,0.000063,0.000034,0,0,0,0,1,0,0
1764837316754000,-8.944000,47.39855070,8.54237070,526.830017,-219.7527,0.0326,219.7527,0,0.000000,0.000000,0.000000,-0.000170,0.000063,0.000034,0,0,1,0,0,0,0
1764837316850000,-8.848000,47.39855060,8.54237060,527.120972,-219.7602,0.0215,219.7602,0,0.000000,0.000000,0.000000,-0.000170,0.000063,0.000034,0,0,1,0,0,0,0
1764837316954000,-8.744000,47.39855050,8.54237070,527.434021,-219.7527,0.0104,219.7527,0,0.000000,0.000000,0.000000,-0.000170,0.000063,0.000034,0,0,1,0,0,1,0
1764837317026000,-8.672000,47.39855050,8.54237070,527.434021,-219.7527,0.0104,219.7527,0,0.000000,0.000000,0.000000,-0.000170,0.000063,0.000034,0,0,0,0,0,0,1
1764837317050000,-8.648000,47.39855040,8.54237070,527.715027,-219.7527,-0.0007,219.7527,0,0.000000,0.000000,0.000000,-0.000170,0.000063,0.000034,0,0,1,0,0,0,0
1764837317154000,-8.544000,47.39855050,8.54237080,528.023010,-219.7452,0.0104,219.7452,0,0.000000,0.000000,0.000000,-0.000170,0.000063,0.000034,0,0,1,0,0,0,0
1764837317250000,-8.448000,47.39855040,8.54237060,528.312012,-219.7602,-0.0007,219.7602,0,0.000000,0.000000,0.000000,-0.000170,0.000063,0.000034,0,0,1,0,0,0,0
