timestamp_us,t_rel_s,lat,lon,alt_m,x_m,y_m,dist_target_m,reached_target,injected_bx_rad_s,injected_by_rad_s,injected_bz_rad_s,ekf_bx_rad_s,ekf_by_rad_s,ekf_bz_rad_s,failsafe_active,angular_velocity_invalid,position_sample,injected_bias_sample,ekf_bias_sample,vehicle_status_sample,failsafe_flags_sample
1764836374475000,-10.000000,47.39657370,8.54529040,523.440979,0.0051,-219.7997,219.7997,0,0.000000,0.000000,0.000000,-0.000201,-0.000496,-0.000716,0,0,0,0,0,0,0
1764836374535000,-9.940000,47.39657380,8.54529040,523.747009,0.0051,-219.7886,219.7886,0,0.000000,0.000000,0.000000,-0.000201,-0.000496,-0.000716,0,0,1,0,0,0,0
1764836374631000,-9.844000,47.39657380,8.54529040,524.054993,0.0051,-219.7886,219.7886,0,0.000000,0.000000,0.000000,-0.000201,-0.000496,-0.000716,0,0,1,0,0,0,0
1764836374735000,-9.740000,47.39657370,8.54529050,524.344971,0.0126,-219.7997,219.7997,0,0.000000,0.000000,0.000000,-0.000201,-0.000496,-0.000716,0,0,1,0,0,0,0
1764836374811000,-9.664000,47.39657370,8.54529050,524.344971,0.0126,-219.7997,219.7997,0,0.000000,0.000000,0.000000,-0.000201,-0.000496,-0.000716,0,0,0,0,0,1,1
1764836374831000,-9.644000,47.39657370,8.54529030,524.653992,-0.0025,-219.7997,219.7997,0,0.000000,0.000000,0.000000,-0.000201,-0.000496,-0.000716,0,0,1,0,0,0,0
1764836374935000,-9.540000,47.39657390,8.54529040,524.956970,0.0051,-219.7775,219.7775,0,0.000000,0.000000,0.000000,-0.000201,-0.000496,-0.000716,0,0,1,0,0,0,0
1764836374991000,-9.484000,47.39657390,8.54529040,524.956970,0.0051,-219.7775,219.7775,0,0.000000,0.000000,0.000000,-0.000198,-0.000512,-0.000716,0,0,0,0,1,0,0
1764836375031000,-9.444000,47.39657380,8.54529040,525.252991,0.0051,-219.7886,219.7886,0,0.000000,0.000000,0.000000,-0.000198,-0.000512,-0.000716,0,0,1,0,0,0,0
1764836375135000,-9.340000,47.39657390,8.54529040,525.575012,0.0051,-219.7775,219.7775,0,0.000000,0.000000,0.000000,-0.000198,-0.000512,-0.000716,0,0,1,0,0,0,0
1764836375231000,-9.244000,47.39657380,8.54529050,525.849976,0.0126,-219.7886,219.7886,0,0.000000,0.000000,0.000000,-0.000198,-0.000512,-0.000716,0,0,1,0,0,0,0
1764836375315000,-9.160000,47.39657380,8.54529050,525.849976,0.0126,-219.7886,219.7886,0,0.000000,0.000000,0.000000,-0.000198,-0.000512,-0.000716,0,0,0,0,0,1,0
1764836375335000,-9.140000,47.39657370,8.54529040,526.164001,0.0051,-219.7997,219.7997,0,0.000000,0.000000,0.000000,-0.000198,-0.000512,-0.000716,0,0,1,0,0,0,0
1764836375351000,-9.124000,47.39657370,8.54529040,526.164001,0.0051,-219.7997,219.7997,0,0.000000,0.000000,0.000000,-0.000198,-0.000512,-0.000716,0,0,0,0,0,0,1
1764836375431000,-9.044000,47.39657390,8.54529050,526.445984,0.0126,-219.7775,219.7775,0,0.000000,0.000000,0.000000,-0.000198,-0.000512,-0.000716,0,0,1,0,0,0,0
1764836375535000,-8.940000,47.39657400,8.54529040,526.752991,0.0051,-219.7664,219.7664,0,0.000000,0.000000,0.000000,-0.000198,-0.000512,-0.000716,0,0,1,0,0,0,0
1764836375631000,-8.844000,47.39657410,8.54529050,527.026978,0.0126,-219.7553,219.7553,0,0.000000,0.000000,0.000000,-0.000198,-0.000512,-0.000716,0,0,1,0,0,0,0
1764836375735000,-8.740000,47.39657390,8.54529020,527.341980,-0.0100,-219.7775,219.7775,0,0.000000,0.000000,0.000000,-0.000198,-0.000512,-0.000716,0,0,1,0,0,0,0
1764836375819000,-8.656000,47.39657390,8.54529020,527.341980,-0.0100,-219.7775,219.7775,0,0.000000,0.000000,0.000000,-0.000198,-0.000512,-0.000716,0,0,0,0,0,1,0
1764836375831000,-8.644000,47.39657400,8.54529010,527.614014,-0.0175,-219.7664,219.7664,0,0.000000,0.000000,0.000000,-0.000198,-0.000512,-0.000716,0,0,1,0,0,0,0
1764836375891000,-8.584000,47.39657400,8.54529010,527.614014,-0.0175,-219.7664,219.7664,0,0.000000,0.000000,0.000000,-0.000198,-0.000512,-0.000716,0,0,0,0,0,0,1
1764836375935000,-8.540000,47.39657410,8.54529010,527.932007,-0.0175,-219.7553,219.7553,0,0.000000,0.000000,0.000000,-0.000198,-0.000512,-0.000716,0,0,1,0,0,0,0
1764836375991000,-8.484000,47.39657410,8.54529010,527.932007,-0.0175,-219.7553,219.7553,0,0.000000,0.000000,0.000000,-0.000186,-0.000516,-0.000717,0,0,0,0,1,0,0
1764836376031000,-8.444000,47.39657400,8.54529020,528.218994,-0.0100,-219.7664,219.7664,0,0.000000,0.000000,0.000000,-0.000186,-0.000516,-0.000717,0,0,1,0,0,0,0
1764836376135000,-8.340000,47.39657390,8.54529020,528.526978,-0.0100,-219.7775,219.7775,0,0.000000,0.000000,0.000000,-0.000186,-0.000516,-0.000717,0,0,1,0,0,0,0
1764836376231000,-8.244000,47.39657410,8.54529000,528.804993,-0.0250,-219.7553,219.7553,0,0.000000,0.000000,0.000000,-0.000186,-0.000516,-0.000717,0,0,1,0,0,0,0
1764836376323000,-8.152000,47.39657410,8.54529000,528.804993,-0.0250,-219.7553,219.7553,0,0.000000,0.000000,0.000000,-0.000186,-0.000516,-0.000717,0,0,0,0,0,1,0
1764836376335000,-8.140000,47.39657410,8.54529030,529.109985,-0.0025,-219.7553,219.7553,0,0.000000,0.000000,0.000000,-0.000186,-0.000516,-0.000717,0,0,1,0,0,0,0
1764836376431000,-8.044000,47.39657430,8.54529000,529.393982,-0.0250,-219.7330,219.7330,0,0.000000,0.000000,0.000000,-0.000186,-0.000516,-0.000717,0,0,1,0,0,0,1
1764836376535000,-7.940000,47.39657400,8.54528970,529.716003,-0.0476,-219.7664,219.7664,0,0.000000,0.000000,0.000000,-0.000186,-0.000516,-0.000717,0,0,1,0,0,0,0
1764836376631000,-7.844000,47.39657400,8.54528990,530.007019,-0.0326,-219.7664,219.7664,0,0.000000,0.000000,0.000000,-0.000186,-0.000516,-0.000717,0,0,1,0,0,0,0
1764836376735000,-7.740000,47.39657400,8.54528970,530.330994,-0.0476,-219.7664,219.7664,0,0.000000,0.000000,0.000000,-0.000186,-0.000516,-0.000717,0,0,1,0,0,0,0
1764836376827000,-7.648000,47.39657400,8.54528970,530.330994,-0.0476,-219.7664,219.7664,0,0.000000,0.000000,0.000000,-0.000186,-0.000516,-0.000717,0,0,0,0,0,1,0
1764836376831000,-7.644000,47.39657420,8.54529000,530.606018,-0.0250,-219.7441,219.7441,0,0.000000,0.000000,0.000000,-0.000186,-0.000516,-0.000717,0,0,1,0,0,0,0
1764836376935000,-7.540000,47.39657410,8.54529010,530.905029,-0.0175,-219.7553,219.7553,0,0.000000,0.000000,0.000000,-0.000186,-0.000516,-0.000717,0,0,1,0,0,0,0
1764836376971000,-7.504000,47.39657410,8.54529010,530.905029,-0.0175,-219.7553,219.7553,0,0.000000,0.000000,0.000000,-0.000186,-0.000516,-0.000717,0,0,0,0,0,0,1
1764836376991000,-7.484000,47.39657410,8.54529010,530.905029,-0.0175,-219.7553,219.7553,0,0.000000,0.000000,0.000000,-0.000171,-0.000518,-0.000714,0,0,0,0,1,0,0
1764836377031000,-7.444000,47.39657410,8.54529010,531.187012,-0.0175,-219.7553,219.7553,0,0.000000,0.000000,0.000000,-0.000171,-0.000518,-0.000714,0,0,1,0,0,0,0
1764836377135000,-7.340000,47.39657410,8.54529000,531.492004,-0.0250,-219.7553,219.7553,0,0.000000,0.000000,0.000000,-0.000171,-0.000518,-0.000714,0,0,1,0,0,0,0
1764836377231000,-7.244000,47.39657420,8.54529000,531.781006,-0.0250,-219.7441,219.7441,0,0.000000,0.000000,0.000000,-0.000171,-0.000518,-0.000714,0,0,1,0,0,0,0
1764836377331000,-7.144000,47.39657420,8.54529000,531.781006,-0.0250,-219.7441,219.7441,0,0.000000,0.000000,0.000000,-0.000171,-0.000518,-0.000714,0,0,0,0,0,1,0
1764836377335000,-7.140000,47.39657410,8.54528990,532.109985,-0.0326,-219.7553,219.7553,0,0.000000,0.000000,0.000000,-0.000171,-0.000518,-0.000714,0,0,1,0,0,0,0
1764836377431000,-7.044000,47.39657420,8.54528990,532.403015,-0.0326,-219.7441,219.7441,0,0.000000,0.000000,0.000000,-0.000171,-0.000518,-0.000714,0,0,1,0,0,0,0
1764836377511000,-6.964000,47.39657420,8.54528990,532.403015,-0.0326,-219.7441,219.7441,0,0.000000,0.000000,0.000000,-0.000171,-0.000518,-0.000714,0,0,0,0,0,0,1
1764836377535000,-6.940000,47.39657410,8.54528990,532.703979,-0.0326,-219.7553,219.7553,0,0.000000,0.000000,0.000000,-0.000171,-0.000518,-0.000714,0,0,1,0,0,0,0
1764836377631000,-6.844000,47.39657410,8.54529000,532.992004,-0.0250,-219.7553,219.7553,0,0.000000,0.000000,0.000000,-0.000171,-0.000518,-0.000714,0,0,1,0,0,0,0
1764836377735000,-6.740000,47.39657410,8.54528990,533.304993,-0.0326,-219.7553,219.7553,0,0.000000,0.000000,0.000000,-0.000171,-0.000518,-0.000714,0,0,1,0,0,0,0
1764836377831000,-6.644000,47.39657400,8.54529000,533.583984,-0.0250,-219.7664,219.7664,0,0.000000,0.000000,0.000000,-0.000171,-0.000518,-0.000714,0,0,1,0,0,0,0
1764836377835000,-6.640000,47.39657400,8.54529000,533.583984,-0.0250,-219.7664,219.7664,0,0.000000,0.000000,0.000000,-0.000171,-0.000518,-0.000714,0,0,0,0,0,1,0
1764836377935000,-6.540000,47.39657400,8.54529010,533.903992,-0.0175,-219.7664,219.7664,0,0.000000,0.000000,0.000000,-0.000171,-0.000518,-0.000714,0,0,1,0,0,0,0
1764836377991000,-6.484000,47.39657400,8.54529010,533.903992,-0.0175,-219.7664,219.7664,0,0.000000,0.000000,0.000000,-0.000157,-0.000519,-0.000710,0,0,0,0,1,0,0
1764836378031000,-6.444000,47.39657400,8.54529000,534.195984,-0.0250,-219.7664,219.7664,0,0.000000,0.000000,0.000000,-0.000157,-0.000519,-0.000710,0,0,1,0,0,0,0
1764836378051000,-6.424000,47.39657400,8.54529000,534.195984,-0.0250,-219.7664,219.7664,0,0.000000,0.000000,0.000000,-0.000157,-0.000519,-0.000710,0,0,0,0,0,0,1
1764836378135000,-6.340000,47.39657400,8.54529010,534.502014,-0.0175,-219.7664,219.7664,0,0.000000,0.000000,0.000000,-0.000157,-0.000519,-0.000710,0,0,1,0,0,0,0
1764836378231000,-6.244000,47.39657410,8.54529020,534.801025,-0.0100,-219.7553,219.7553,0,0.000000,0.000000,0.000000,-0.000157,-0.000519,-0.000710,0,0,1,0,0,0,0
1764836378335000,-6.140000,47.39657400,8.54529010,535.099976,-0.0175,-219.7664,219.7664,0,0.000000,0.000000,0.000000,-0.000157,-0.000519,-0.000710,0,0,1,0,0,0,0
1764836378339000,-6.136000,47.39657400,8.54529010,535.099976,-0.0175,-219.7664,219.7664,0,0.000000,0.000000,0.000000,-0.000157,-0.000519,-0.000710,0,0,0,0,0,1,0
1764836378431000,-6.044000,47.39657400,8.54528990,535.390991,-0.0326,-219.7664,219.7664,0,0.000000,0.000000,0.000000,-0.000157,-0.000519,-0.000710,0,0,1,0,0,0,0
1764836378535000,-5.940000,47.39657400,8.54528990,535.711975,-0.0326,-219.7664,219.7664,0,0.000000,0.000000,0.000000,-0.000157,-0.000519,-0.000710,0,0,1,0,0,0,0
1764836378591000,-5.884000,47.39657400,8.54528990,535.711975,-0.0326,-219.7664,219.7664,0,0.000000,0.000000,0.000000,-0.000157,-0.000519,-0.000710,0,0,0,0,0,0,1
1764836378631000,-5.844000,47.39657390,8.54529020,535.997009,-0.0100,-219.7775,219.7775,0,0.000000,0.000000,0.000000,-0.000157,-0.000519,-0.000710,0,0,1,0,0,0,0
1764836378735000,-5.740000,47.39657380,8.54529010,536.302979,-0.0175,-219.7886,219.7886,0,0.000000,0.000000,0.000000,-0.000157,-0.000519,-0.000710,0,0,1,0,0,0,0
1764836378831000,-5.644000,47.39657390,8.54529020,536.585022,-0.0100,-219.7775,219.7775,0,0.000000,0.000000,0.000000,-0.000157,-0.000519,-0.000710,0,0,1,0,0,0,0
1764836378843000,-5.632000,47.39657390,8.54529020,536.585022,-0.0100,-219.7775,219.7775,0,0.000000,0.000000,0.000000,-0.000157,-0.000519,-0.000710,0,0,0,0,0,1,0
1764836378935000,-5.540000,47.39657390,8.54529030,536.885010,-0.0025,-219.7775,219.7775,0,0.000000,0.000000,0.000000,-0.000157,-0.000519,-0.000710,0,0,1,0,0,0,0
1764836378991000,-5.484000,47.39657390,8.54529030,536.885010,-0.0025,-219.7775,219.7775,0,0.000000,0.000000,0.000000,-0.000141,-0.000526,-0.000711,0,0,0,0,1,0,0
1764836379031000,-5.444000,47.39657390,8.54529030,537.174988,-0.0025,-219.7775,219.7775,0,0.000000,0.000000,0.000000,-0.000141,-0.000526,-0.000711,0,0,1,0,0,0,0
1764836379131000,-5.344000,47.39657390,8.54529030,537.174988,-0.0025,-219.7775,219.7775,0,0.000000,0.000000,0.000000,-0.000141,-0.000526,-0.000711,0,0,0,0,0,0,1
1764836379135000,-5.340000,47.39657400,8.54529040,537.487976,0.0051,-219.7664,219.7664,0,0.000000,0.000000,0.000000,-0.000141,-0.000526,-0.000711,0,0,1,0,0,0,0
1764836379231000,-5.244000,47.39657390,8.54529030,537.773010,-0.0025,-219.7775,219.7775,0,0.000000,0.000000,0.000000,-0.000141,-0.000526,-0.000711,0,0,1,0,0,0,0
1764836379335000,-5.140000,47.39657390,8.54529020,538.090027,-0.0100,-219.7775,219.7775,0,0.000000,0.000000,0.000000,-0.000141,-0.000526,-0.000711,0,0,1,0,0,0,0
1764836379347000,-5.128000,47.39657390,8.54529020,538.090027,-0.0100,-219.7775,219.7775,0,0.000000,0.000000,0.000000,-0.000141,-0.000526,-0.000711,0,0,0,0,0,1,0
1764836379431000,-5.044000,47.39657390,8.54529020,538.382996,-0.0100,-219.7775,219.7775,0,0.000000,0.000000,0.000000,-0.000141,-0.000526,-0.000711,0,0,1,0,0,0,0
1764836379535000,-4.940000,47.39657390,8.54529030,538.690979,-0.0025,-219.7775,219.7775,0,0.000000,0.000000,0.000000,-0.000141,-0.000526,-0.000711,0,0,1,0,0,0,0
1764836379631000,-4.844000,47.39657400,8.54529030,538.961975,-0.0025,-219.7664,219.7664,0,0.000000,0.000000,0.000000,-0.000141,-0.000526,-0.000711,0,0,1,0,0,0,0
1764836379671000,-4.804000,47.39657400,8.54529030,538.961975,-0.0025,-219.7664,219.7664,0,0.000000,0.000000,0.000000,-0.000141,-0.000526,-0.000711,0,0,0,0,0,0,1
1764836379735000,-4.740000,47.39657390,8.54529050,539.273987,0.0126,-219.7775,219.7775,0,0.000000,0.000000,0.000000,-0.000141,-0.000526,-0.000711,0,0,1,0,0,0,0
1764836379831000,-4.644000,47.39657400,8.54529030,539.572998,-0.0025,-219.7664,219.7664,0,0.000000,0.000000,0.000000,-0.000141,-0.000526,-0.000711,0,0,1,0,0,0,0
1764836379851000,-4.624000,47.39657400,8.54529030,539.572998,-0.0025,-219.7664,219.7664,0,0.000000,0.000000,0.000000,-0.000141,-0.000526,-0.000711,0,0,0,0,0,1,0
1764836379935000,-4.540000,47.39657420,8.54529030,539.880005,-0.0025,-219.7441,219.7441,0,0.000000,0.000000,0.000000,-0.000141,-0.000526,-0.000711,0,0,1,0,0,0,0
1764836379991000,-4.484000,47.39657420,8.54529030,539.880005,-0.0025,-219.7441,219.7441,0,0.000000,0.000000,0.000000,-0.000137,-0.000536,-0.000709,0,0,0,0,1,0,0
1764836380031000,-4.444000,47.39657390,8.54529050,540.179016,0.0126,-219.7775,219.7775,0,0.000000,0.000000,0.000000,-0.000137,-0.000536,-0.000709,0,0,1,0,0,0,0
1764836380135000,-4.340000,47.39657390,8.54529050,540.466980,0.0126,-219.7775,219.7775,0,0.000000,0.000000,0.000000,-0.000137,-0.000536,-0.000709,0,0,1,0,0,0,0
1764836380211000,-4.264000,47.39657390,8.54529050,540.466980,0.0126,-219.7775,219.7775,0,0.000000,0.000000,0.000000,-0.000137,-0.000536,-0.000709,0,0,0,0,0,0,1
1764836380231000,-4.244000,47.39657400,8.54529080,540.765015,0.0352,-219.7664,219.7664,0,0.000000,0.000000,0.000000,-0.000137,-0.000536,-0.000709,0,0,1,0,0,0,0
